jobId,nEvt,nProc,nInst,elapsed,cpuEff,vsz,rsz
5266599,1600,23,2,190,46.13997084100676,1262933868,11359860
5266599,1600,23,2,251,46.002435504264916,1262948880,11569188
5266599,1600,23,2,311,46.22626066605179,1262966536,11812604
5266599,1600,23,2,371,46.286326336677725,1262977164,11995740
5266599,1600,23,2,432,46.18975277652481,1262980068,12168900
5266599,1600,23,2,492,46.23206120392821,1262986092,12273420
5266599,1600,23,2,552,46.27785791397908,1262988760,12361536
5266599,1600,23,2,612,46.292151732122285,1262992612,12434660
5266599,1600,23,2,673,46.22770367755753,1263000192,12515084
5266599,1600,23,2,733,46.249510497454814,1263000640,12564620
5266599,1600,23,2,793,46.279841165824145,1263008508,12659268
5266599,1600,23,2,854,46.22698311648734,1263009628,12711968
5266599,1600,23,2,914,46.24124481686955,1263009628,12736996
5266599,1600,23,2,974,46.25398696168529,1263009968,12790612
5266599,1600,23,2,1034,46.27403087617575,1263009968,12828792
5266599,1600,23,2,1095,46.23207488416498,1263009968,12865016
5266599,1600,23,2,1155,46.24868743068424,1263014712,12890780
5266599,1600,23,2,1215,46.26444809595755,1263015000,12905888
5266599,1600,23,2,1276,46.23614361556176,1263019016,12930180
5266599,1600,23,2,1336,46.247469208324134,1263019176,12961972
5266599,1600,23,2,1396,46.25788516054116,1263019176,12996168
5266599,1600,23,2,1457,46.23515064899074,1263019176,13022768
5266599,1600,23,2,1517,46.241094575213054,1263021420,13046432
5266599,1600,23,2,1577,46.248388332240154,1263021420,13063072
5266599,1600,23,2,1637,46.25579500981614,1263021420,13088628
5266599,1600,23,2,1698,46.235294126368984,1263022548,13131856
5266599,1600,23,2,1758,46.24383860076455,1263027396,13160284
5266599,1600,23,2,1818,46.24544895821811,1263027396,13183640
5266599,1600,23,2,1878,46.25353768422592,1263040340,13221724
5266599,1600,23,2,1939,46.236322946712356,1263040340,13246932
5266599,1600,23,2,1999,46.244832787664556,1263042896,13269992
5266599,1600,23,2,2059,46.24967496439534,1263044692,13300792
5266599,1600,23,2,2120,46.233124493497435,1263047692,13336912
5266599,1600,23,2,2180,46.24044313345103,1263047692,13347148
